100.0258758,20.65972222
102.8921178,20.65972222
106.1820374,20.65129368
108.6991458,20.67624328
111.2163535,20.67624328
113.7335251,20.68531586
116.2506696,20.70119288
118.7679989,20.67064852
121.2872045,20.1687836
123.8071162,19.48954973
126.3267438,18.88168683
128.8463424,18.28108199
131.36597,17.67321909
133.8855795,17.06989247
136.4052179,16.4593078
138.9248346,15.85416667
141.4441841,15.31616263
143.9623471,15.07619288
146.4804415,14.85346102
148.9989446,14.5280578
151.5175669,14.17271505
154.0361712,13.8219086
156.5547393,13.48017473
159.0734471,13.10336022
161.5921043,12.73924731
164.1111185,12.28546707
166.6297041,11.93934812
169.1483733,11.57221102
171.6672051,11.16424731
174.1860947,10.74176747
176.7048229,10.35981183
179.2235398,9.980729167
181.7417762,9.722311828
184.2598736,9.498823925
186.7779518,9.280174731
189.2960191,9.064247312
191.8141225,8.839247312
194.332244,8.609711022
196.8503835,8.375638441
199.3684725,8.154267473
201.8280587,7.951388889
204.3772116,7.604166667
200.8697195,6.897101907
198.2310952,6.444086022
195.714788,6.217876344
193.0781139,5.9375
190.8982347,5.3820365
188.1675669,5.112079973
185.6509726,4.957997312
183.1340176,4.894489247
180.6174299,4.73874328
178.1005412,4.658602151
175.5836887,4.569388441
173.0667217,4.50890457
170.5498842,4.415910618
168.0328841,4.36374328
165.5164916,4.158962174
163.0002204,3.923723118
160.4462428,3.579670699
157.8964305,3.576388889
155.4508803,3.350206413
152.9342788,3.197916667
150.4171433,3.179771505
