122.52169197396967, 23.32682683009682
108.89370932754878, 12.032511826046061
99.78308026030368, 6.024096385542066
132.96095444685466, 39.72602775527264
142.1475054229935, 54.9070032842867
154.67462039045557, 69.53738308258323
170.5422993492408, 83.13122337506195
186.40997830802604, 98.56575978534511
201.94360086767898, 110.70970650497861
215.63991323210416, 127.2026990826646
227.3318872017354, 139.57966355661233
241.529284164859, 154.0933800277029
257.4612047388621, 162.49969341742064
273.8720173535792, 178.01361628727477
288.297180043384, 194.63250585235266
303.3297180043384, 211.2159266131772
329.0672451193058, 220.0872905940464
336.1090021691974, 234.82102896401216
350.4316702819957, 249.08063925985925
366.80043383947947, 264.8416224551132
385.17353579175716, 280.23168596294056
402.711496746204, 293.58704231241666
418.57917570498927, 307.19560817383774
435.2819956616053, 319.2418263073987
453.6550976138829, 331.9210464417321
472.0281995661606, 339.84123043148725
490.4013015184383, 345.5324987585918
508.77440347071587, 354.4165381700336
527.1475054229936, 361.8547944489454
545.5206073752713, 365.87652749205677
563.893709327549, 364.4292416022939
582.2668112798265, 358.3505730389795
600.6399132321042, 352.8464885261528
619.0130151843819, 349.315152148725
637.4974692697037, 341.9464468347513
649.5920240280329, 332.28872417993114
660.9788503253797, 309.50170693620476
667.4511930585684, 291.0108982568015
671.6268980477225, 276.67389187988385
673.7982646420826, 262.3072027807542
679.1431670281997, 244.10824425685382
680.8134490238613, 227.5206973955111
683.3188720173537, 212.62515354258676
686.3810556760666, 195.39096734007614
689.5360327789831, 179.7948409690822
690.4175704989154, 164.57076679821228
690.4175704989154, 150.11670053315197
691.4425162689806, 133.62020751117257
692.0878524945772, 115.61457870527659
694.1757049891542, 96.55340869568704
696.4027476500362, 77.58757372222078
695.2892263195952, 64.99912883638672
696.180043383948, 47.32691285750366
696.5292841648591, 30.29819930481142
697.5162689804774, 16.621801740584715
698.0477223427331, 0.17510388626078566
