x,y
210.2708838,140.803
210.2708838,140.803
210.2708838,139.808
210.2708838,138.812
210.2708838,137.817
210.2708838,136.822
210.2708838,135.828
210.2708838,134.833
210.2708838,133.838
210.2708838,132.843
210.2708838,131.847
210.2708838,130.852
210.2708838,129.858
210.2708838,128.863
210.2708838,127.868
210.2708838,126.873
210.2708838,125.877
210.2708838,124.883
210.2708838,123.888
210.2708838,122.892
210.2708838,121.898
210.2708838,120.903
210.2708838,119.907
210.2708838,118.913
210.2708838,117.918
210.2708838,116.922
211.7462353,115.927
211.7462353,114.933
211.7462353,113.938
211.7462353,112.942
211.7462353,111.948
211.7462353,110.953
211.7462353,109.957
211.7462353,108.963
211.7462353,107.968
211.7462353,106.972
211.7462353,105.978
211.7462353,104.983
213.2215868,103.987
213.2215868,102.993
213.2215868,101.998
213.2215868,101.002
214.6984181,100.008
214.6984181,99.0125
216.1737696,98.0175
216.1737696,97.0225
217.6491211,96.0275
217.6491211,95.0325
219.1244726,94.0375
220.5998241,93.0425
220.5998241,92.0475
222.0751756,91.0525
225.0273584,90.0575
226.5027099,89.0625
227.9780614,88.0675
227.9780614,87.0725
229.4534129,86.0775
229.4534129,85.0825
230.9287644,84.0875
232.4055957,83.0925
232.4055957,82.0975
233.8809472,81.1025
235.3562987,80.1075
235.3562987,79.1125
235.3562987,78.1175
236.8316502,77.1225
236.8316502,76.1275
238.3070017,75.1325
239.7823532,74.1375
241.2591844,73.1425
242.7345359,72.1475
244.2098874,71.1525
247.1605904,70.1575
247.1605904,69.1625
248.6359419,68.1675
250.1112934,67.1725
251.5881247,66.1775
251.5881247,65.1825
253.0634762,64.1875
254.5388277,63.1925
254.5388277,62.1975
256.0141792,61.2025
257.4895307,60.2075
258.9648822,59.2125
258.9648822,58.2175
260.4417135,57.2225
261.917065,56.2275
263.3924165,55.2325
264.867768,54.2375
264.867768,53.2425
266.3431195,52.2475
267.818471,51.2525
269.2953023,50.2575
272.2460053,49.2625
275.1967083,48.2675
278.1474113,47.2725
282.5749456,46.2775
284.0502971,45.2825
285.5256486,44.2875
287.0010001,43.2925
289.9531828,42.2975
291.4285343,41.3025
292.9038858,40.3075
294.3792373,39.3125
297.3314201,38.3175
300.2821231,37.3225
303.2328261,36.3275
306.1850089,35.3325
307.6603604,34.3375
310.6110634,33.3425
313.5617664,32.3475
316.5139492,31.3525
317.9893007,30.3575
322.4153552,29.3625
328.318241,28.3675
332.7442955,27.3725
337.1718297,26.3775
340.1225327,25.3825
344.550067,24.3875
348.9761215,23.3925
351.9268245,22.3975
356.3543588,21.4025
359.3050618,20.4075
363.7325961,19.4125
368.1586506,18.4175
372.5861849,17.4225
377.0122394,16.4275
381.4397737,15.4325
385.8658281,14.4375
390.2933624,13.4425
394.7194169,12.4475
397.6701199,11.4525
402.0976542,10.4575
406.5237087,9.4625
410.951243,8.4675
413.901946,7.4725
418.3294803,6.4775
421.2801833,5.4825
412.4265945,4.4875
365.2079476,3.4925
323.8907067,2.4975
